Order_ID,Order_Date,Customer_ID,Customer_Name,Region,State,City,Category,Product,Quantity,Unit_Price,Discount,Sales,Profit
ORD-0199,2025-09-24,1130,Customer 1130,South,Tamil Nadu,Chennai,Technology,Keyboard,2,804.01,0.1,1447.22,329.24
ORD-0200,2025-09-20,1238,Customer 1238,North,Uttar Pradesh,Noida,Office Supplies,File Folder,4,126.53,0.1,455.51,41.86
ORD-0201,2025-08-19,1124,Customer 1124,North,Uttar Pradesh,Noida,Home Appliances,Air Cooler,2,8176.39,0.15,13899.86,1851.13
ORD-0202,2025-08-17,1014,Customer 1014,East,Odisha,Bhubaneswar,Office Supplies,Pen Set,5,407.72,0.0,2038.6,235.77
ORD-0203,2025-03-06,1120,Customer 1120,South,Karnataka,Mysuru,Furniture,Filing Cabinet,5,5109.09,0.0,25545.45,5200.95
ORD-0204,2025-07-10,1188,Customer 1188,North,Haryana,Gurugram,Technology,Mouse,5,1582.1,0.0,7910.5,1122.35
ORD-0205,2025-08-21,1227,Customer 1227,South,Telangana,Hyderabad,Home Appliances,Air Cooler,5,10550.29,0.05,50113.88,8299.84
ORD-0206,2025-05-09,1169,Customer 1169,East,West Bengal,Kolkata,Technology,Laptop,2,62504.12,0.05,118757.83,24917.75
ORD-0207,2025-10-17,1247,Customer 1247,East,Bihar,Patna,Home Appliances,Vacuum Cleaner,3,9501.24,0.0,28503.72,5759.62
ORD-0208,2025-03-28,1193,Customer 1193,North,Uttar Pradesh,Noida,Technology,Keyboard,5,786.1,0.0,3930.5,660.15
ORD-0209,2025-05-28,1133,Customer 1133,East,West Bengal,Kolkata,Office Supplies,Pen Set,5,255.04,0.05,1211.44,241.87
ORD-0210,2025-09-18,1235,Customer 1235,East,Bihar,Patna,Office Supplies,Pen Set,5,364.12,0.1,1638.54,175.11
ORD-0211,2025-11-25,1104,Customer 1104,North,Haryana,Faridabad,Home Appliances,Air Cooler,2,13006.15,0.0,26012.3,2485.37
ORD-0212,2025-09-12,1190,Customer 1190,North,Punjab,Amritsar,Technology,Laptop,2,57888.62,0.0,115777.24,16304.01
ORD-0213,2025-10-15,1144,Customer 1144,East,Bihar,Patna,Technology,Headphones,4,2108.5,0.0,8434.0,472.34
ORD-0214,2025-05-04,1078,Customer 1078,East,Bihar,Patna,Technology,Laptop,2,69517.58,0.15,118179.89,11636.54
ORD-0215,2025-05-02,1227,Customer 1227,South,Kerala,Kochi,Home Appliances,Electric Kettle,1,1794.39,0.1,1614.95,267.52
ORD-0216,2025-05-30,1086,Customer 1086,East,Bihar,Patna,Furniture,Table Lamp,3,1319.46,0.1,3562.54,665.17
ORD-0217,2025-03-29,1207,Customer 1207,West,Gujarat,Ahmedabad,Technology,Mouse,4,1425.92,0.1,5133.31,749.09
ORD-0218,2025-04-18,1039,Customer 1039,West,Maharashtra,Pune,Office Supplies,Pen Set,1,404.45,0.0,404.45,57.72
ORD-0219,2025-04-14,1132,Customer 1132,North,Haryana,Gurugram,Technology,Mouse,3,962.09,0.15,2453.33,182.83
ORD-0220,2025-01-13,1112,Customer 1112,West,Gujarat,Ahmedabad,Home Appliances,Electric Kettle,1,2474.72,0.0,2474.72,483.97
ORD-0221,2025-03-16,1020,Customer 1020,South,Kerala,Kochi,Technology,Laptop,3,78678.81,0.05,224234.61,32599.33
ORD-0222,2025-01-24,1138,Customer 1138,East,Jharkhand,Ranchi,Office Supplies,File Folder,3,59.3,0.1,160.11,8.52
ORD-0223,2025-01-20,1173,Customer 1173,East,West Bengal,Kolkata,Furniture,Table Lamp,1,2052.87,0.05,1950.23,337.44
ORD-0224,2025-09-11,1132,Customer 1132,West,Goa,Panaji,Home Appliances,Microwave,2,13993.69,0.1,25188.64,1290.76
ORD-0225,2025-03-17,1109,Customer 1109,South,Telangana,Hyderabad,Office Supplies,Pen Set,2,383.07,0.1,689.53,93.43
ORD-0226,2025-04-26,1063,Customer 1063,West,Maharashtra,Pune,Home Appliances,Blender,1,5491.13,0.1,4942.02,1000.16
ORD-0227,2025-08-28,1148,Customer 1148,North,Punjab,Ludhiana,Technology,Laptop,3,72436.45,0.2,173847.48,28667.46
ORD-0228,2025-02-19,1138,Customer 1138,North,Uttar Pradesh,Lucknow,Furniture,Filing Cabinet,3,5235.77,0.0,15707.31,3122.34
ORD-0229,2025-02-04,1147,Customer 1147,North,Haryana,Gurugram,Technology,Keyboard,2,2270.91,0.15,3860.55,237.01
ORD-0230,2025-09-17,1090,Customer 1090,East,Odisha,Bhubaneswar,Furniture,Filing Cabinet,2,13184.51,0.1,23732.12,1399.58
ORD-0231,2025-01-31,1057,Customer 1057,East,Jharkhand,Ranchi,Furniture,Table Lamp,4,2211.0,0.2,7075.2,496.19
ORD-0232,2025-09-27,1220,Customer 1220,West,Rajasthan,Jaipur,Furniture,Table Lamp,2,1325.48,0.1,2385.86,262.17
ORD-0233,2025-03-25,1107,Customer 1107,North,Uttar Pradesh,Noida,Home Appliances,Blender,2,7032.19,0.0,14064.38,1960.46
ORD-0234,2025-05-28,1203,Customer 1203,East,Jharkhand,Ranchi,Office Supplies,Printer Paper,5,270.9,0.05,1286.77,99.85
ORD-0235,2025-08-06,1087,Customer 1087,South,Kerala,Kozhikode,Furniture,Filing Cabinet,5,10087.97,0.05,47917.86,10092.45
ORD-0236,2025-04-27,1178,Customer 1178,North,Delhi,New Delhi,Technology,Headphones,4,3624.34,0.0,14497.36,2338.01
ORD-0237,2025-02-12,1186,Customer 1186,North,Punjab,Ludhiana,Home Appliances,Vacuum Cleaner,1,12917.0,0.1,11625.3,1874.88
ORD-0238,2025-01-22,1002,Customer 1002,South,Kerala,Kochi,Furniture,Office Chair,1,14028.27,0.05,13326.86,1440.35
ORD-0239,2025-10-21,1168,Customer 1168,East,Bihar,Patna,Furniture,Table Lamp,4,1518.74,0.2,4859.97,889.51
ORD-0240,2025-03-09,1127,Customer 1127,East,Odisha,Bhubaneswar,Home Appliances,Vacuum Cleaner,4,10193.86,0.0,40775.44,7454.82
ORD-0241,2025-02-27,1168,Customer 1168,North,Delhi,New Delhi,Home Appliances,Electric Kettle,4,2975.63,0.0,11902.52,632.97
ORD-0242,2025-09-19,1227,Customer 1227,North,Punjab,Ludhiana,Home Appliances,Air Cooler,4,11065.27,0.05,42048.03,2488.01
ORD-0243,2025-10-24,1152,Customer 1152,South,Telangana,Hyderabad,Office Supplies,Stapler,4,211.23,0.05,802.67,134.73
ORD-0244,2025-09-25,1212,Customer 1212,South,Telangana,Hyderabad,Furniture,Desk,2,11751.43,0.15,19977.43,4235.81
ORD-0245,2025-01-08,1247,Customer 1247,East,West Bengal,Kolkata,Home Appliances,Blender,5,6163.18,0.15,26193.52,2211.4
ORD-0246,2025-10-29,1012,Customer 1012,East,West Bengal,Kolkata,Furniture,Bookshelf,1,7342.09,0.2,5873.67,909.47
ORD-0247,2025-09-04,1059,Customer 1059,South,Tamil Nadu,Chennai,Home Appliances,Air Cooler,3,13181.75,0.0,39545.25,1279.97
ORD-0248,2025-05-14,1009,Customer 1009,West,Maharashtra,Mumbai,Furniture,Filing Cabinet,3,11836.24,0.2,28406.98,5572.5
ORD-0249,2025-05-11,1214,Customer 1214,East,Odisha,Bhubaneswar,Technology,Headphones,4,3144.21,0.0,12576.84,1950.96
ORD-0250,2025-02-10,1034,Customer 1034,North,Haryana,Faridabad,Furniture,Office Chair,3,11404.21,0.1,30791.37,4691.66
ORD-0251,2025-09-28,1094,Customer 1094,North,Uttar Pradesh,Lucknow,Furniture,Office Chair,3,13609.71,0.0,40829.13,6888.19
ORD-0252,2025-05-28,1201,Customer 1201,West,Rajasthan,Udaipur,Home Appliances,Air Cooler,4,15925.68,0.0,63702.72,3838.65
ORD-0253,2025-01-21,1191,Customer 1191,West,Gujarat,Ahmedabad,Furniture,Office Chair,3,15157.86,0.05,43199.9,6934.47
ORD-0254,2025-07-26,1077,Customer 1077,West,Goa,Panaji,Technology,Laptop,2,71030.74,0.15,120752.26,6432.55
ORD-0255,2025-05-27,1035,Customer 1035,North,Uttar Pradesh,Noida,Furniture,Table Lamp,3,1671.86,0.0,5015.58,784.74
ORD-0256,2025-10-02,1131,Customer 1131,West,Gujarat,Ahmedabad,Office Supplies,Notebook,1,306.65,0.2,245.32,36.67
ORD-0257,2025-04-30,1175,Customer 1175,East,Bihar,Patna,Home Appliances,Blender,5,5203.49,0.0,26017.45,2680.96
ORD-0258,2025-08-15,1053,Customer 1053,North,Punjab,Amritsar,Home Appliances,Air Cooler,1,9699.27,0.1,8729.34,284.14
ORD-0259,2025-03-27,1110,Customer 1110,North,Delhi,New Delhi,Home Appliances,Microwave,1,17890.28,0.1,16101.25,1966.14
ORD-0260,2025-02-19,1238,Customer 1238,West,Rajasthan,Udaipur,Home Appliances,Air Cooler,5,11693.01,0.0,58465.05,10856.26
ORD-0261,2025-11-20,1189,Customer 1189,North,Delhi,New Delhi,Technology,Headphones,3,6009.86,0.15,15325.14,2179.56
ORD-0262,2025-02-16,1174,Customer 1174,South,Telangana,Hyderabad,Office Supplies,Stapler,1,232.47,0.0,232.47,12.27
ORD-0263,2025-05-12,1179,Customer 1179,North,Delhi,New Delhi,Furniture,Table Lamp,4,939.72,0.05,3570.94,434.55
ORD-0264,2025-03-13,1001,Customer 1001,West,Rajasthan,Jaipur,Furniture,Desk,1,7043.82,0.0,7043.82,932.87
ORD-0265,2025-04-19,1093,Customer 1093,South,Kerala,Kochi,Office Supplies,Stapler,1,325.43,0.05,309.16,37.59
ORD-0266,2025-07-09,1046,Customer 1046,North,Punjab,Amritsar,Technology,Headphones,3,6094.76,0.05,17370.07,2184.67
ORD-0267,2025-09-22,1233,Customer 1233,West,Gujarat,Surat,Home Appliances,Microwave,5,10845.62,0.15,46093.88,5554.01
ORD-0268,2025-05-27,1238,Customer 1238,West,Maharashtra,Nagpur,Office Supplies,Notebook,3,115.5,0.05,329.18,37.58
ORD-0269,2025-08-28,1012,Customer 1012,North,Delhi,New Delhi,Home Appliances,Vacuum Cleaner,1,13237.9,0.2,10590.32,2200.17
ORD-0270,2025-12-06,1175,Customer 1175,West,Rajasthan,Jaipur,Office Supplies,File Folder,2,75.94,0.1,136.69,24.27
ORD-0271,2025-03-25,1168,Customer 1168,West,Goa,Panaji,Technology,Keyboard,1,827.81,0.0,827.81,71.35
ORD-0272,2025-11-27,1051,Customer 1051,North,Punjab,Ludhiana,Office Supplies,File Folder,5,41.42,0.1,186.39,37.26
ORD-0273,2025-04-27,1155,Customer 1155,East,Odisha,Bhubaneswar,Home Appliances,Electric Kettle,2,2418.98,0.15,4112.27,845.59
ORD-0274,2025-10-28,1055,Customer 1055,West,Rajasthan,Jaipur,Technology,Mouse,2,1674.19,0.15,2846.12,228.33
ORD-0275,2025-04-17,1021,Customer 1021,South,Telangana,Hyderabad,Home Appliances,Blender,2,4519.49,0.0,9038.98,1113.48
ORD-0276,2025-07-14,1032,Customer 1032,East,Odisha,Bhubaneswar,Furniture,Table Lamp,4,2032.31,0.1,7316.32,308.83
ORD-0277,2025-06-16,1100,Customer 1100,West,Maharashtra,Pune,Home Appliances,Microwave,2,9668.6,0.05,18370.34,919.68
ORD-0278,2025-05-06,1188,Customer 1188,West,Maharashtra,Pune,Technology,Mouse,3,835.7,0.1,2256.39,348.51
ORD-0279,2025-04-23,1132,Customer 1132,South,Kerala,Kozhikode,Home Appliances,Air Cooler,5,15748.23,0.0,78741.15,16902.96
ORD-0280,2025-12-29,1246,Customer 1246,South,Karnataka,Mysuru,Technology,Mouse,3,624.03,0.0,1872.09,332.82
ORD-0281,2025-06-19,1037,Customer 1037,North,Punjab,Amritsar,Furniture,Desk,4,11709.5,0.15,39812.3,5393.03
ORD-0282,2025-04-19,1126,Customer 1126,North,Haryana,Gurugram,Technology,Headphones,4,6884.63,0.05,26161.59,3899.98
ORD-0283,2025-12-20,1042,Customer 1042,West,Rajasthan,Jaipur,Technology,Keyboard,5,1050.32,0.0,5251.6,582.04
ORD-0284,2025-04-02,1243,Customer 1243,West,Goa,Panaji,Home Appliances,Electric Kettle,5,2221.3,0.1,9995.85,1318.76
ORD-0285,2025-08-02,1104,Customer 1104,East,Odisha,Bhubaneswar,Technology,Keyboard,1,2126.54,0.05,2020.21,375.01
ORD-0286,2025-03-05,1147,Customer 1147,North,Uttar Pradesh,Noida,Technology,Laptop,3,81378.18,0.1,219721.09,26632.57
ORD-0287,2025-07-03,1005,Customer 1005,West,Goa,Panaji,Technology,Keyboard,4,1540.21,0.0,6160.84,1211.0
ORD-0288,2025-03-11,1096,Customer 1096,East,Jharkhand,Ranchi,Furniture,Table Lamp,2,1830.26,0.1,3294.47,473.21
ORD-0289,2025-08-30,1243,Customer 1243,East,West Bengal,Kolkata,Office Supplies,Pen Set,1,446.23,0.2,356.98,35.79
ORD-0290,2025-11-25,1048,Customer 1048,West,Maharashtra,Nagpur,Office Supplies,Stapler,4,121.05,0.1,435.78,45.37
ORD-0291,2025-07-08,1175,Customer 1175,West,Maharashtra,Mumbai,Office Supplies,Pen Set,2,290.74,0.1,523.33,84.98
ORD-0292,2025-06-18,1194,Customer 1194,East,Jharkhand,Ranchi,Furniture,Filing Cabinet,3,6896.34,0.2,16551.22,358.87
ORD-0293,2025-05-15,1030,Customer 1030,North,Uttar Pradesh,Lucknow,Home Appliances,Microwave,3,15378.7,0.15,39215.69,7355.75
ORD-0294,2025-05-07,1201,Customer 1201,East,Jharkhand,Ranchi,Home Appliances,Vacuum Cleaner,1,13459.21,0.1,12113.29,683.72
ORD-0295,2025-12-21,1075,Customer 1075,South,Karnataka,Mysuru,Furniture,Table Lamp,3,2153.81,0.1,5815.29,1077.88
ORD-0296,2025-05-25,1066,Customer 1066,South,Telangana,Hyderabad,Office Supplies,Pen Set,2,417.81,0.1,752.06,49.73
ORD-0297,2025-08-03,1136,Customer 1136,South,Karnataka,Bengaluru,Technology,Mouse,3,430.84,0.1,1163.27,220.61
ORD-0298,2025-02-22,1147,Customer 1147,North,Delhi,New Delhi,Furniture,Filing Cabinet,3,10830.36,0.0,32491.08,6492.86
ORD-0299,2025-02-23,1200,Customer 1200,South,Telangana,Hyderabad,Furniture,Desk,4,16556.36,0.1,59602.9,7985.89
ORD-0300,2025-01-12,1008,Customer 1008,North,Haryana,Gurugram,Technology,Mouse,2,587.36,0.1,1057.25,42.11
ORD-0301,2025-06-03,1093,Customer 1093,West,Maharashtra,Pune,Office Supplies,Notebook,2,154.57,0.1,278.23,10.49
ORD-0302,2025-06-06,1064,Customer 1064,East,West Bengal,Kolkata,Technology,Headphones,4,1790.98,0.05,6805.72,510.17
ORD-0303,2025-11-03,1143,Customer 1143,East,Odisha,Bhubaneswar,Home Appliances,Air Cooler,5,10801.46,0.05,51306.93,10340.0
ORD-0304,2025-11-12,1161,Customer 1161,West,Gujarat,Ahmedabad,Technology,Monitor,3,19975.23,0.1,53933.12,4038.06
ORD-0305,2025-12-30,1024,Customer 1024,North,Delhi,New Delhi,Office Supplies,File Folder,3,173.11,0.1,467.4,51.15
ORD-0306,2025-04-11,1042,Customer 1042,East,West Bengal,Kolkata,Office Supplies,Pen Set,4,446.33,0.05,1696.05,92.6
ORD-0307,2025-01-13,1233,Customer 1233,North,Uttar Pradesh,Lucknow,Office Supplies,Stapler,2,302.18,0.05,574.14,100.3
ORD-0308,2025-04-10,1214,Customer 1214,South,Telangana,Hyderabad,Furniture,Bookshelf,5,10032.18,0.0,50160.9,4706.09
ORD-0309,2025-05-29,1070,Customer 1070,West,Goa,Panaji,Home Appliances,Microwave,4,15132.07,0.0,60528.28,12634.81
ORD-0310,2025-02-23,1118,Customer 1118,North,Delhi,New Delhi,Office Supplies,File Folder,2,116.13,0.0,232.26,40.45
ORD-0311,2025-06-12,1138,Customer 1138,South,Kerala,Thiruvananthapuram,Furniture,Desk,1,18043.01,0.05,17140.86,3641.14
ORD-0312,2025-12-12,1188,Customer 1188,North,Uttar Pradesh,Noida,Technology,Keyboard,1,1261.35,0.1,1135.21,202.38
ORD-0313,2025-07-06,1170,Customer 1170,West,Gujarat,Ahmedabad,Furniture,Table Lamp,1,976.48,0.05,927.66,47.71
ORD-0314,2025-05-06,1057,Customer 1057,West,Goa,Panaji,Technology,Monitor,4,9017.6,0.05,34266.88,4708.09
ORD-0315,2025-08-13,1008,Customer 1008,North,Uttar Pradesh,Lucknow,Office Supplies,Pen Set,1,216.46,0.0,216.46,11.13
ORD-0316,2025-07-24,1156,Customer 1156,North,Punjab,Ludhiana,Technology,Laptop,4,63952.39,0.0,255809.56,49804.38
ORD-0317,2025-01-28,1032,Customer 1032,South,Karnataka,Bengaluru,Technology,Mouse,1,686.97,0.1,618.27,83.9
ORD-0318,2025-06-30,1011,Customer 1011,West,Maharashtra,Nagpur,Technology,Monitor,4,14046.15,0.1,50566.14,4701.4
ORD-0319,2025-06-23,1233,Customer 1233,North,Haryana,Gurugram,Home Appliances,Air Cooler,2,13210.87,0.15,22458.48,3151.06
ORD-0320,2025-01-15,1226,Customer 1226,South,Tamil Nadu,Chennai,Home Appliances,Blender,5,7245.36,0.2,28981.44,3901.4
ORD-0321,2025-08-11,1141,Customer 1141,South,Tamil Nadu,Coimbatore,Furniture,Desk,3,9486.25,0.05,27035.81,2586.09
ORD-0322,2025-02-19,1077,Customer 1077,East,Bihar,Patna,Technology,Laptop,3,60674.33,0.1,163820.69,8869.13
ORD-0323,2025-05-19,1076,Customer 1076,South,Tamil Nadu,Chennai,Home Appliances,Electric Kettle,5,2205.09,0.1,9922.91,478.89
ORD-0324,2025-02-28,1029,Customer 1029,East,Bihar,Patna,Furniture,Table Lamp,5,2870.51,0.2,11482.04,1317.8
ORD-0325,2025-12-18,1222,Customer 1222,South,Telangana,Hyderabad,Office Supplies,File Folder,4,74.63,0.1,268.67,46.61
ORD-0326,2025-05-17,1044,Customer 1044,South,Kerala,Thiruvananthapuram,Home Appliances,Microwave,5,8090.38,0.05,38429.3,8360.98
ORD-0327,2025-11-18,1104,Customer 1104,East,Odisha,Bhubaneswar,Office Supplies,File Folder,3,75.53,0.0,226.59,21.91
ORD-0328,2025-09-05,1182,Customer 1182,East,West Bengal,Kolkata,Technology,Monitor,3,21413.01,0.05,61027.08,8118.29
ORD-0329,2025-06-12,1094,Customer 1094,East,West Bengal,Kolkata,Office Supplies,Stapler,3,433.81,0.1,1171.29,108.67
ORD-0330,2025-03-23,1091,Customer 1091,East,West Bengal,Kolkata,Home Appliances,Vacuum Cleaner,4,13472.72,0.15,45807.25,8197.17
ORD-0331,2025-07-12,1105,Customer 1105,West,Rajasthan,Jaipur,Office Supplies,Printer Paper,1,309.27,0.1,278.34,23.16
ORD-0332,2025-04-09,1149,Customer 1149,East,Bihar,Patna,Home Appliances,Electric Kettle,4,2945.19,0.05,11191.72,982.47
ORD-0333,2025-05-12,1149,Customer 1149,East,West Bengal,Kolkata,Office Supplies,Printer Paper,2,605.55,0.1,1089.99,94.38
ORD-0334,2025-11-20,1046,Customer 1046,East,Bihar,Patna,Home Appliances,Electric Kettle,2,3363.8,0.1,6054.84,613.11
ORD-0335,2025-01-24,1221,Customer 1221,East,Odisha,Bhubaneswar,Home Appliances,Vacuum Cleaner,2,13247.88,0.1,23846.18,3376.06
ORD-0336,2025-11-14,1181,Customer 1181,North,Haryana,Faridabad,Home Appliances,Vacuum Cleaner,1,5000.12,0.05,4750.11,721.38
ORD-0337,2025-06-28,1128,Customer 1128,North,Uttar Pradesh,Lucknow,Furniture,Filing Cabinet,4,13701.61,0.0,54806.44,8203.02
ORD-0338,2025-07-09,1030,Customer 1030,West,Gujarat,Surat,Technology,Headphones,5,5333.2,0.15,22666.1,1764.62
ORD-0339,2025-01-22,1248,Customer 1248,West,Goa,Panaji,Office Supplies,Stapler,5,299.02,0.0,1495.1,167.37
ORD-0340,2025-09-12,1162,Customer 1162,East,Bihar,Patna,Furniture,Desk,1,11032.7,0.1,9929.43,1313.34
ORD-0341,2025-12-23,1149,Customer 1149,West,Maharashtra,Nagpur,Home Appliances,Air Cooler,1,11624.69,0.1,10462.22,932.74
ORD-0342,2025-07-17,1096,Customer 1096,East,Bihar,Patna,Home Appliances,Microwave,1,9220.3,0.0,9220.3,1837.61
ORD-0343,2025-05-21,1073,Customer 1073,North,Delhi,New Delhi,Furniture,Bookshelf,4,11828.2,0.15,40215.88,6319.05
ORD-0344,2025-12-03,1065,Customer 1065,West,Goa,Panaji,Office Supplies,File Folder,3,107.55,0.1,290.38,27.13
ORD-0345,2025-03-19,1163,Customer 1163,West,Goa,Panaji,Technology,Keyboard,2,1808.64,0.15,3074.69,169.7
ORD-0346,2025-06-17,1177,Customer 1177,South,Kerala,Kochi,Technology,Keyboard,3,1473.27,0.05,4198.82,596.52
ORD-0347,2025-02-12,1080,Customer 1080,West,Goa,Panaji,Home Appliances,Electric Kettle,2,3060.22,0.1,5508.4,880.48
ORD-0348,2025-01-07,1072,Customer 1072,North,Delhi,New Delhi,Furniture,Bookshelf,3,10805.44,0.2,25933.06,4230.68
ORD-0349,2025-05-06,1012,Customer 1012,North,Delhi,New Delhi,Home Appliances,Air Cooler,5,9760.99,0.05,46364.7,7347.44
ORD-0350,2025-02-28,1120,Customer 1120,South,Kerala,Thiruvananthapuram,Technology,Mouse,1,800.06,0.05,760.06,129.27
ORD-0351,2025-07-01,1084,Customer 1084,North,Delhi,New Delhi,Furniture,Table Lamp,3,2506.12,0.1,6766.52,1524.19
ORD-0352,2025-08-06,1136,Customer 1136,North,Delhi,New Delhi,Office Supplies,Printer Paper,5,640.84,0.0,3204.2,382.72
ORD-0353,2025-08-07,1169,Customer 1169,South,Tamil Nadu,Coimbatore,Technology,Headphones,1,3506.15,0.05,3330.84,258.6
ORD-0354,2025-06-15,1074,Customer 1074,East,Jharkhand,Ranchi,Home Appliances,Microwave,2,14036.37,0.0,28072.74,997.93
ORD-0355,2025-03-25,1108,Customer 1108,South,Telangana,Hyderabad,Office Supplies,Notebook,3,255.1,0.05,727.04,17.54
ORD-0356,2025-02-17,1096,Customer 1096,South,Kerala,Kochi,Office Supplies,Pen Set,1,310.3,0.0,310.3,16.57
ORD-0357,2025-11-11,1079,Customer 1079,North,Punjab,Amritsar,Office Supplies,Printer Paper,3,603.2,0.0,1809.6,249.22
ORD-0358,2025-10-28,1113,Customer 1113,East,West Bengal,Kolkata,Technology,Headphones,4,6630.35,0.1,23869.26,5258.83
ORD-0359,2025-09-19,1032,Customer 1032,South,Tamil Nadu,Coimbatore,Technology,Headphones,1,4088.63,0.1,3679.77,306.4
ORD-0360,2025-05-12,1015,Customer 1015,East,Bihar,Patna,Technology,Laptop,5,65509.06,0.05,311168.03,71618.54
ORD-0361,2025-06-17,1212,Customer 1212,North,Punjab,Ludhiana,Office Supplies,Notebook,1,300.96,0.0,300.96,67.08
ORD-0362,2025-10-17,1176,Customer 1176,South,Kerala,Kozhikode,Technology,Laptop,3,63357.62,0.1,171065.57,24342.09
ORD-0363,2025-06-13,1019,Customer 1019,South,Tamil Nadu,Chennai,Furniture,Desk,3,11249.57,0.1,30373.84,3371.38
ORD-0364,2025-07-28,1179,Customer 1179,South,Telangana,Hyderabad,Office Supplies,Pen Set,1,182.49,0.1,164.24,14.03
ORD-0365,2025-12-07,1187,Customer 1187,North,Punjab,Ludhiana,Technology,Headphones,2,4855.43,0.0,9710.86,1649.67
ORD-0366,2025-12-01,1037,Customer 1037,East,Bihar,Patna,Home Appliances,Microwave,4,12193.9,0.1,43898.04,7785.92
ORD-0367,2025-03-02,1135,Customer 1135,South,Telangana,Hyderabad,Technology,Mouse,3,1087.53,0.15,2773.2,134.2
ORD-0368,2025-02-07,1102,Customer 1102,North,Delhi,New Delhi,Furniture,Desk,5,9406.94,0.0,47034.7,3144.16
ORD-0369,2025-10-18,1083,Customer 1083,North,Haryana,Faridabad,Office Supplies,Pen Set,4,215.67,0.05,819.55,69.16
ORD-0370,2025-02-21,1063,Customer 1063,North,Delhi,New Delhi,Office Supplies,Notebook,1,303.59,0.0,303.59,52.89
ORD-0371,2025-12-02,1039,Customer 1039,North,Punjab,Ludhiana,Furniture,Desk,1,11779.13,0.15,10012.26,408.71
ORD-0372,2025-03-17,1087,Customer 1087,South,Kerala,Thiruvananthapuram,Office Supplies,Notebook,3,191.92,0.0,575.76,54.64
ORD-0373,2025-04-22,1116,Customer 1116,East,Odisha,Bhubaneswar,Office Supplies,File Folder,5,63.14,0.0,315.7,50.54
ORD-0374,2025-05-02,1235,Customer 1235,South,Kerala,Thiruvananthapuram,Furniture,Office Chair,2,13615.67,0.1,24508.21,1785.15
ORD-0375,2025-06-01,1156,Customer 1156,South,Karnataka,Mysuru,Office Supplies,Pen Set,3,322.75,0.05,919.84,106.31
ORD-0376,2025-12-20,1178,Customer 1178,North,Delhi,New Delhi,Furniture,Desk,3,15200.28,0.1,41040.76,1074.48
ORD-0377,2025-10-22,1157,Customer 1157,North,Uttar Pradesh,Lucknow,Home Appliances,Blender,2,5061.42,0.0,10122.84,1726.03
ORD-0378,2025-03-03,1241,Customer 1241,West,Maharashtra,Mumbai,Furniture,Office Chair,1,16287.71,0.1,14658.94,1437.11
ORD-0379,2025-11-06,1025,Customer 1025,East,Jharkhand,Ranchi,Office Supplies,Printer Paper,4,528.91,0.1,1904.08,207.06
ORD-0380,2025-08-21,1118,Customer 1118,East,Bihar,Patna,Technology,Keyboard,5,1030.2,0.15,4378.35,876.58
ORD-0381,2025-02-17,1179,Customer 1179,East,Odisha,Bhubaneswar,Technology,Laptop,2,47678.94,0.15,81054.2,8788.09
ORD-0382,2025-06-22,1049,Customer 1049,East,West Bengal,Kolkata,Home Appliances,Air Cooler,2,10379.22,0.15,17644.67,1731.61
ORD-0383,2025-07-01,1003,Customer 1003,North,Haryana,Gurugram,Office Supplies,Printer Paper,3,532.65,0.05,1518.05,189.29
ORD-0384,2025-08-23,1158,Customer 1158,East,Bihar,Patna,Office Supplies,Pen Set,2,364.67,0.05,692.87,19.94
ORD-0385,2025-09-07,1201,Customer 1201,East,Jharkhand,Ranchi,Technology,Laptop,2,76278.4,0.1,137301.12,25238.7
ORD-0386,2025-01-29,1044,Customer 1044,North,Haryana,Faridabad,Technology,Keyboard,3,1005.79,0.0,3017.37,574.13
ORD-0387,2025-09-02,1036,Customer 1036,North,Uttar Pradesh,Noida,Technology,Keyboard,2,1252.43,0.05,2379.62,411.32
ORD-0388,2025-04-04,1187,Customer 1187,North,Uttar Pradesh,Lucknow,Home Appliances,Electric Kettle,4,2865.99,0.1,10317.56,1413.92
ORD-0389,2025-11-14,1146,Customer 1146,West,Gujarat,Ahmedabad,Furniture,Table Lamp,1,1325.48,0.1,1192.93,83.47
ORD-0390,2025-06-05,1224,Customer 1224,North,Punjab,Amritsar,Furniture,Filing Cabinet,5,11251.77,0.0,56258.85,8808.4
ORD-0391,2025-10-06,1224,Customer 1224,West,Rajasthan,Udaipur,Office Supplies,File Folder,4,148.31,0.1,533.92,41.87
ORD-0392,2025-01-05,1079,Customer 1079,North,Uttar Pradesh,Lucknow,Technology,Headphones,4,1426.08,0.1,5133.89,422.15
ORD-0393,2025-08-18,1077,Customer 1077,West,Goa,Panaji,Office Supplies,File Folder,2,158.28,0.0,316.56,51.0
ORD-0394,2025-10-14,1043,Customer 1043,East,Jharkhand,Ranchi,Home Appliances,Electric Kettle,3,3055.33,0.15,7791.09,1791.27
ORD-0395,2025-07-06,1035,Customer 1035,North,Delhi,New Delhi,Office Supplies,File Folder,5,149.72,0.1,673.74,60.72
ORD-0396,2025-07-02,1160,Customer 1160,North,Uttar Pradesh,Noida,Office Supplies,Printer Paper,3,252.14,0.15,642.96,76.24
ORD-0397,2025-01-19,1029,Customer 1029,East,West Bengal,Kolkata,Office Supplies,Notebook,3,262.55,0.0,787.65,111.38
